Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CCDC8	gene	CCDC8	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	3-M syndrome 3, MIM#614205			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21737058		False	1	0;0;100	1.83	True		ENSG00000169515	ENSG00000169515	HGNC:25367													
CDC6	gene	CDC6	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Meier-Gorlin syndrome 5 (MIM#613805)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21358632		False	1	0;0;100	1.83	True		ENSG00000094804	ENSG00000094804	HGNC:1744													
CDH15	gene	CDH15	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 3 MIM#612580			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19012874;12052883;28422132;26506440		False	1	0;0;100	1.83	True		ENSG00000129910	ENSG00000129910	HGNC:1754													
CDK5R1	gene	CDK5R1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;autism			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30733659		False	1	0;0;100	1.83	True		ENSG00000176749	ENSG00000176749	HGNC:1775													
CDT1	gene	CDT1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Meier-Gorlin syndrome 4, MIM#613804			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000167513	ENSG00000167513	HGNC:24576													
CFH	gene	CFH	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Complement factor H deficiency, MIM#609814			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000000971	ENSG00000000971	HGNC:4883													
CFHR1	gene	CFHR1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hemolytic uremic syndrome, atypical, susceptibility to, MIM#235400			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000244414	ENSG00000244414	HGNC:4888													
CFHR3	gene	CFHR3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hemolytic uremic syndrome, atypical, susceptibility to, MIM#235400			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000116785	ENSG00000116785	HGNC:16980													
CHRNA4	gene	CHRNA4	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epilepsy, nocturnal frontal lobe, 1, MIM# 600513			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	14623738		False	1	0;0;100	1.83	True		ENSG00000101204	ENSG00000101204	HGNC:1958													
CISD2	gene	CISD2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Wolfram syndrome 2, MIM#604928			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000145354	ENSG00000145354	HGNC:24212													
CLASP1	gene	CLASP1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	neurodevelopmental disorder MONDO:0700092, CLASP1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	39040917		False	1	0;0;100	1.83	True		ENSG00000074054	ENSG00000074054	HGNC:17088													
CLCNKA	gene	CLCNKA	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Other	Bartter syndrome, type 4b, digenic, MIM#613090			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	18310267;29254190		False	1	0;0;100	1.83	True		ENSG00000186510	ENSG00000186510	HGNC:2026													
CLIC2	gene	CLIC2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Intellectual disability, X-linked, syndromic 32, 300886			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22814392;25927380		False	1	0;0;100	1.83	True		ENSG00000155962	ENSG00000155962	HGNC:2063													
CLIP2	gene	CLIP2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22608712		False	1	0;0;100	1.83	True		ENSG00000106665	ENSG00000106665	HGNC:2586													
CLPP	gene	CLPP	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Perrault syndrome 3, MIM# 614129			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23541340		False	1	0;0;100	1.83	True		ENSG00000125656	ENSG00000125656	HGNC:2084													
CMAS	gene	CMAS	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, CMAS-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31495922		False	1	0;0;100	1.83	True		ENSG00000111726	ENSG00000111726	HGNC:18290													
CNTN3	gene	CNTN3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, CNTN3-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28600779		False	1	0;0;100	1.83	True		ENSG00000113805	ENSG00000113805	HGNC:2173													
CNTN4	gene	CNTN4	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;SCA			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15106122;18349135;17932120		False	1	0;0;100	1.83	True		ENSG00000144619	ENSG00000144619	HGNC:2174													
CNTN6	gene	CNTN6	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder, MONDO:0700092, CNTN6-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30836150;28641109;29983269		False	1	0;0;100	1.83	True		ENSG00000134115	ENSG00000134115	HGNC:2176													
CNTNAP5	gene	CNTNAP5	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autism			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20346443		False	1	0;0;100	1.83	True		ENSG00000155052	ENSG00000155052	HGNC:18748													
COA3	gene	COA3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 14, MIM# 619058			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25604084		False	1	0;0;100	1.83	True		ENSG00000183978	ENSG00000183978	HGNC:24990													
COL18A1	gene	COL18A1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Knobloch syndrome, type 1, MIM#267750			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000182871	ENSG00000182871	HGNC:2195													
COL1A2	gene	COL1A2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Ehlers-Danlos syndrome, arthrochalasia type, 2, MIM# 617821;Ehlers-Danlos syndrome, cardiac valvular type, MIM# 225320;Osteogenesis imperfecta, type II, MIM# 166210;Osteogenesis imperfecta, type III, MIM# 259420;Osteogenesis imperfecta, type IV, MIM# 166220			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000164692	ENSG00000164692	HGNC:2198													
COLEC10	gene	COLEC10	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	3MC syndrome 3, MIM# 248340			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28301481		False	1	0;0;100	1.83	True		ENSG00000184374	ENSG00000184374	HGNC:2220													
COQ5	gene	COQ5	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Coenzyme Q10 deficiency, primary 9, MIM#619028;Cerebellar ataxia;encephalopathy;generalized tonic-clonic seizures;intellectual disability			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29044765		False	1	0;0;100	1.83	True		ENSG00000110871	ENSG00000110871	HGNC:28722													
CORO1A	gene	CORO1A	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 8, MIM#615401			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000102879	ENSG00000102879	HGNC:2252													
COX4I2	gene	COX4I2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis, MIM#612714			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19268275;22730437		False	1	0;0;100	1.83	True		ENSG00000131055	ENSG00000131055	HGNC:16232													
COX6B1	gene	COX6B1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 7, MIM# 619051			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	18499082;24781756		False	1	0;0;100	1.83	True		ENSG00000126267	ENSG00000126267	HGNC:2280													
CP	gene	CP	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aceruloplasminaemia, MIM#604290			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000047457	ENSG00000047457	HGNC:2295													
CPA6	gene	CPA6	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Epilepsy, familial temporal lobe, 5, MIM#614417;Febrile seizures, familial, 11, MIM#614418			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25875328;21922598;23105115		False	1	0;0;100	1.83	True		ENSG00000165078	ENSG00000165078	HGNC:17245													
CRKL	gene	CRKL	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28121514;25565927		False	1	0;0;100	1.83	True		ENSG00000099942	ENSG00000099942	HGNC:2363													
CRLF1	gene	CRLF1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cold-induced sweating syndrome 1, MIM#272430			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000006016	ENSG00000006016	HGNC:2364													
CRTAP	gene	CRTAP	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type VII, MIM#610682			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000170275	ENSG00000170275	HGNC:2379													
CSTB	gene	CSTB	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), MIM# 254800			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	9012407;9054946		False	1	0;0;100	1.83	True		ENSG00000160213	ENSG00000160213	HGNC:2482													
CTSF	gene	CTSF	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ceroid lipofuscinosis, neuronal, 13, Kufs type, MIM#615362			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000174080	ENSG00000174080	HGNC:2531													
CUBN	gene	CUBN	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Megaloblastic anemia-1, Finnish type, MIM#261100;Proteinuria			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000107611	ENSG00000107611	HGNC:2548													
CYC1	gene	CYC1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex III deficiency, nuclear type 6 MIM#615453			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23910460;34252606		False	1	0;0;100	1.83	True		ENSG00000179091	ENSG00000179091	HGNC:2579													
CYFIP1	gene	CYFIP1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000068793	ENSG00000273749	HGNC:13759													
CYP27A1	gene	CYP27A1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebrotendinous xanthomatosis, MIM# 213700			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000135929	ENSG00000135929	HGNC:2605													
CYP2U1	gene	CYP2U1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 56, autosomal recessive, MIM#615030			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000155016	ENSG00000155016	HGNC:20582													
DDR2	gene	DDR2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Warburg-Cinotti syndrome, MIM#618175, AD;Spondylometaepiphyseal dysplasia, short limb-hand type, MIM#271665, AR			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000162733	ENSG00000162733	HGNC:2731													
DLGAP2	gene	DLGAP2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000198010	ENSG00000198010	HGNC:2906													
DLK1	gene	DLK1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, maternally imprinted (paternal allele expressed)	central precocious puberty			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 28324015;30462238		False	1	50;0;50	1.83	True		ENSG00000185559	ENSG00000185559	HGNC:2907													
DNAH14	gene	DNAH14	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder (MONDO#0700092), DNAH14-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 35438214		False	1	50;0;50	1.83	True		ENSG00000185842	ENSG00000185842	HGNC:2945													
DNAJA1	gene	DNAJA1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;seizures			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30972502		False	1	0;0;100	1.83	True		ENSG00000086061	ENSG00000086061	HGNC:5229													
DNAJC3	gene	DNAJC3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus, MIM# 616192			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25466870;28940199		False	1	0;0;100	1.83	True		ENSG00000102580	ENSG00000102580	HGNC:9439													
DNAJC6	gene	DNAJC6	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinson disease 19a, juvenile-onset, MIM#615528			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000116675	ENSG00000116675	HGNC:15469													
DOCK8	gene	DOCK8	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	intellectual developmental disorder, autosomal dominant 2, MIM#614113			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	18060736;29930340;29191242;33455084;32978894;25435912		False	1	0;0;100	1.83	True		ENSG00000107099	ENSG00000107099	HGNC:19191													
DOK7	gene	DOK7	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Myasthenic syndrome, congenital, 10, MIM#254300			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000175920	ENSG00000175920	HGNC:26594													
DPM3	gene	DPM3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15 612937			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19576565;28803818;30931530;31469168		False	1	0;0;100	1.83	True		ENSG00000179085	ENSG00000179085	HGNC:3007													
DPP10	gene	DPP10	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28670437		False	1	0;0;100	1.83	True		ENSG00000175497	ENSG00000175497	HGNC:20823													
DPP6	gene	DPP6	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability, autosomal dominant 33 (MIM#616311)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23832105		False	1	0;67;33	1.83	True		ENSG00000130226	ENSG00000130226	HGNC:3010													
DSCR3	gene	DSCR3	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder (MONDO:0700092), DSCR3-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 31845315		False	1	0;0;100	1.83	True		ENSG00000157538	ENSG00000157538	HGNC:3044													
DSE	gene	DSE	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ehlers-Danlos syndrome, musculocontractural type 2, MIM#615539			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000111817	ENSG00000111817	HGNC:21144													
DUOXA2	gene	DUOXA2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Thyroid dyshormonogenesis 5, MIM#274900			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000140274	ENSG00000140274	HGNC:32698													
DYNC2H1	gene	DYNC2H1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 3 with or without polydactyly, MIM#613091			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000187240	ENSG00000187240	HGNC:2962													
EDC3	gene	EDC3	Expert list;Expert Review Red	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Mental retardation, autosomal recessive 50, MIM#	616460"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29685133;25701870		False	1	0;0;100	1.83	True		ENSG00000179151	ENSG00000179151	HGNC:26114													
EDNRB	gene	EDNRB	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Waardenburg syndrome, type 4A, MIM#277580			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000136160	ENSG00000136160	HGNC:3180													
EFNB1	gene	EFNB1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Other	Craniofrontonasal dysplasia, MIM# 304110			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000090776	ENSG00000090776	HGNC:3226													
EFNB2	gene	EFNB2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability and congenital abnormalities			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29508392		False	1	0;0;100	1.83	True		ENSG00000125266	ENSG00000125266	HGNC:3227													
EIF2AK1	gene	EIF2AK1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;white matter abnormalities			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	32197074		False	1	0;0;100	1.83	True		ENSG00000086232	ENSG00000086232	HGNC:24921													
EIF2B1	gene	EIF2B1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy with vanishing white matter, MIM#603896			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000111361	ENSG00000111361	HGNC:3257													
EIF2B2	gene	EIF2B2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy with vanishing white matter, MIM#603896			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000119718	ENSG00000119718	HGNC:3258													
EIF2B3	gene	EIF2B3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy with vanishing white matter, MIM#603896			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000070785	ENSG00000070785	HGNC:3259													
EIF2B4	gene	EIF2B4	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy with vanishing white matter, MIM#603896			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000115211	ENSG00000115211	HGNC:3260													
EIF2B5	gene	EIF2B5	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy with vanishing white matter, MIM#603896			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000145191	ENSG00000145191	HGNC:3261													
ELMOD1	gene	ELMOD1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder MONDO:0700092,ELMOD1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31327155		False	1	0;0;100	1.83	True		ENSG00000110675	ENSG00000110675	HGNC:25334													
ELP1	gene	ELP1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, ELP1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 36864284		False	1	0;0;100	1.83	True		ENSG00000070061	ENSG00000070061	HGNC:5959													
